,cfc,state,county,0-17,18-25,26-34,35-44,45-54,55-64,65+,age_unknown,no_aptc,yes_aptc,no_csr,yes_csr,american_alaska_native,asian,black,latino,hawaiian_native_pacific_islander,multiracial,white,ethnicity_unknown,fpl_<_100,fpl_<_151,fpl_<_201,fpl_<_251,fpl_<_301,fpl_<_401,fpl_>_400,fpl_unknown,platinum,gold,silver,bronze,catastrophic,new,active_renew,auto_renew,tps,Year
0,12109,FL,St. Johns County,0.1149,0.0997,0.1429,0.1536,0.2148,0.2703,0.0037,0.0,0.1077,0.8923,0.4165,0.5835,0.0,0.0339,0.0248,0.02,0.0,0.011,0.5432,0.3651,0.0194,0.3667,0.2097,0.1499,0.0907,0.0909,0.0181,0.0547,0.1,0.05,0.66,0.18,0.01,0.536,0.3452,0.1188,10960.0,2015
1,10001,DE,Kent County,0.1209,0.0831,0.1548,0.1551,0.2256,0.2552,0.0053,0.0,0.1285,0.8715,0.5121,0.4879,0.0,0.0503,0.1244,0.026,0.0,0.0132,0.4615,0.321,0.0129,0.1586,0.2912,0.1926,0.1393,0.1279,0.0272,0.0503,0.03,0.15,0.63,0.18,0.0,0.5423,0.1917,0.266,3417.0,2015
2,10003,DE,New Castle County,0.1312,0.0852,0.1662,0.1559,0.2197,0.2334,0.0084,0.0,0.1862,0.8138,0.5645,0.4355,0.0,0.0784,0.1372,0.0567,0.0,0.0103,0.4627,0.2539,0.0191,0.1393,0.2613,0.1895,0.1316,0.129,0.0403,0.0899,0.05,0.16,0.59,0.2,0.01,0.498,0.2232,0.2789,14967.0,2015
3,10005,DE,Sussex County,0.1194,0.0656,0.121,0.1397,0.2185,0.3314,0.0045,0.0,0.1404,0.8596,0.5318,0.4682,0.0,0.0209,0.0469,0.0168,0.0,0.0086,0.5924,0.3117,0.0095,0.1407,0.2792,0.1982,0.1403,0.1347,0.0274,0.0701,0.04,0.17,0.63,0.16,0.0,0.5124,0.2302,0.2574,6651.0,2015
4,12001,FL,Alachua County,0.0571,0.1699,0.215,0.1468,0.1769,0.2312,0.0032,0.0,0.098,0.902,0.3324,0.6676,0.0,0.0527,0.0882,0.0329,0.0,0.0094,0.4005,0.4151,0.0276,0.4882,0.2025,0.1046,0.0658,0.0559,0.0142,0.0411,0.09,0.03,0.72,0.15,0.01,0.5066,0.3442,0.1492,12719.0,2015
5,12003,FL,Baker County,0.0609,0.1016,0.1374,0.147,0.2581,0.2951,0.0,0.0,0.0442,0.9558,0.307,0.693,0.0,0.0143,0.0705,0.0,0.0,0.0,0.509,0.3931,0.0,0.5735,0.2043,0.0836,0.0526,0.0466,0.0,0.0215,0.09,0.0,0.73,0.14,0.0,0.5412,0.3321,0.1266,837.0,2015
6,12005,FL,Bay County,0.0667,0.1075,0.1685,0.1588,0.2422,0.2532,0.0,0.0,0.0975,0.9025,0.3237,0.6763,0.0,0.0455,0.0554,0.0182,0.0,0.0114,0.4638,0.4022,0.0197,0.4672,0.2234,0.1128,0.0677,0.0525,0.0128,0.0439,0.12,0.04,0.72,0.11,0.0,0.5845,0.2735,0.142,9030.0,2015
7,12007,FL,Bradford County,0.0,0.0909,0.1333,0.1535,0.2525,0.302,0.0,0.0,0.0707,0.9293,0.3424,0.6576,0.0,0.0162,0.0859,0.0,0.0,0.0,0.4081,0.4717,0.0172,0.4778,0.2202,0.1061,0.0566,0.0727,0.0131,0.0364,0.1,0.0,0.72,0.14,0.0,0.5515,0.3051,0.1434,990.0,2015
8,12009,FL,Brevard County,0.0647,0.102,0.1324,0.1485,0.2353,0.3125,0.0,0.0,0.0851,0.9149,0.3584,0.6416,0.0015,0.0392,0.0536,0.0367,0.0005,0.0101,0.4789,0.3796,0.0199,0.4408,0.2164,0.1196,0.0725,0.0724,0.0135,0.0449,0.07,0.04,0.71,0.18,0.01,0.5344,0.3812,0.0844,30364.0,2015
9,12011,FL,Broward County,0.0537,0.1388,0.1517,0.1819,0.2419,0.2175,0.0,0.0,0.0849,0.9151,0.3167,0.6833,0.0005,0.0312,0.183,0.0491,0.0009,0.0045,0.211,0.5198,0.0236,0.5625,0.1899,0.0902,0.0454,0.0353,0.0122,0.0409,0.02,0.05,0.73,0.2,0.0,0.5099,0.2924,0.1977,222210.0,2015
10,12013,FL,Calhoun County,0.0,0.0911,0.1093,0.1663,0.2642,0.3121,0.0,0.0,0.0478,0.9522,0.2938,0.7062,0.0,0.0,0.0296,0.0,0.0,0.0,0.4875,0.4487,0.0319,0.4943,0.246,0.1116,0.0661,0.0,0.0,0.0,0.06,0.0,0.75,0.13,0.0,0.5421,0.2893,0.1686,439.0,2015
11,12015,FL,Charlotte County,0.0497,0.0898,0.1047,0.1223,0.2461,0.3828,0.0045,0.0,0.0772,0.9228,0.3569,0.6431,0.0,0.0256,0.035,0.0328,0.0,0.007,0.5313,0.366,0.0159,0.4045,0.2375,0.1331,0.084,0.0734,0.0133,0.0382,0.08,0.04,0.71,0.17,0.01,0.4922,0.3769,0.1308,9548.0,2015
12,12017,FL,Citrus County,0.0499,0.087,0.097,0.1215,0.2501,0.3913,0.0032,0.0,0.0642,0.9358,0.2937,0.7063,0.0,0.0183,0.0085,0.0152,0.0,0.0063,0.4586,0.4913,0.0132,0.4776,0.2338,0.1142,0.0658,0.0543,0.0096,0.0315,0.08,0.03,0.75,0.14,0.0,0.489,0.3829,0.1281,8101.0,2015
13,12019,FL,Clay County,0.0882,0.1144,0.1476,0.173,0.2341,0.2393,0.0034,0.0,0.0805,0.9195,0.3567,0.6433,0.0,0.0387,0.0643,0.0316,0.0,0.0118,0.4307,0.4201,0.0188,0.4517,0.2254,0.1206,0.0721,0.0628,0.0116,0.0371,0.09,0.04,0.69,0.17,0.0,0.602,0.2881,0.11,8710.0,2015
14,12021,FL,Collier County,0.0753,0.1132,0.1169,0.1738,0.2585,0.2546,0.0,0.0,0.0809,0.9191,0.3211,0.6789,0.0,0.0193,0.0661,0.1252,0.0,0.0044,0.349,0.4347,0.0182,0.4493,0.2199,0.116,0.0684,0.0664,0.014,0.0478,0.08,0.03,0.74,0.15,0.0,0.5949,0.296,0.1091,23284.0,2015
15,12023,FL,Columbia County,0.0,0.1011,0.1402,0.1579,0.23,0.2995,0.0,0.0,0.0681,0.9319,0.3365,0.6635,0.0,0.0283,0.0587,0.0192,0.0,0.0,0.3897,0.4962,0.0192,0.5049,0.2083,0.0996,0.0656,0.0601,0.0076,0.0348,0.08,0.04,0.72,0.15,0.01,0.5599,0.3166,0.1235,2761.0,2015
16,12027,FL,DeSoto County,0.0,0.104,0.0979,0.1452,0.2672,0.329,0.0,0.0,0.0395,0.9605,0.2869,0.7131,0.0,0.0189,0.0507,0.171,0.0,0.0,0.3797,0.3763,0.0,0.5189,0.1993,0.1306,0.0507,0.055,0.0,0.0266,0.05,0.0,0.76,0.16,0.0,0.5799,0.3153,0.1048,1164.0,2015
17,12029,FL,Dixie County,0.0336,0.0692,0.081,0.1304,0.2688,0.417,0.0,0.0,0.0356,0.9644,0.2787,0.7213,0.0,0.0,0.0,0.0,0.0,0.0,0.5257,0.4427,0.0,0.498,0.249,0.1028,0.0593,0.0553,0.0,0.0,0.04,0.0,0.77,0.14,0.0,0.6364,0.2549,0.1087,506.0,2015
18,12031,FL,Duval County,0.057,0.1234,0.1862,0.1798,0.2296,0.2198,0.0,0.0,0.1004,0.8996,0.3997,0.6003,0.0014,0.048,0.1764,0.0355,0.0008,0.0088,0.2872,0.4419,0.0257,0.5338,0.1887,0.0967,0.0541,0.0431,0.013,0.0448,0.05,0.04,0.65,0.26,0.0,0.5687,0.266,0.1653,55033.0,2015
19,12033,FL,Escambia County,0.0627,0.1186,0.1739,0.159,0.216,0.2665,0.0,0.0,0.0876,0.9124,0.3955,0.6045,0.0,0.0462,0.109,0.0138,0.0,0.0121,0.4265,0.388,0.0244,0.4421,0.2305,0.1278,0.0695,0.0591,0.0099,0.0367,0.06,0.04,0.66,0.24,0.0,0.5586,0.3484,0.0931,11359.0,2015
20,12035,FL,Flagler County,0.0643,0.1047,0.1166,0.1538,0.2217,0.3347,0.0043,0.0,0.0682,0.9318,0.3655,0.6345,0.0,0.0254,0.0523,0.0432,0.0,0.007,0.4746,0.3968,0.028,0.44,0.2245,0.1245,0.0778,0.0649,0.0094,0.031,0.07,0.03,0.69,0.2,0.01,0.5153,0.3568,0.1278,6580.0,2015
21,12037,FL,Franklin County,0.0,0.0801,0.1133,0.1314,0.213,0.4063,0.0,0.0,0.0529,0.9471,0.281,0.719,0.0,0.0,0.0453,0.0,0.0,0.0,0.5634,0.3701,0.0,0.5287,0.216,0.1103,0.0589,0.0514,0.0,0.0196,0.07,0.0,0.75,0.14,0.0,0.5317,0.3369,0.1314,662.0,2015
22,12039,FL,Gadsden County,0.0,0.1075,0.135,0.1845,0.2445,0.298,0.0,0.0,0.0515,0.9485,0.3105,0.6895,0.0,0.011,0.274,0.0435,0.0,0.006,0.1735,0.49,0.0,0.599,0.191,0.083,0.0395,0.0365,0.0,0.024,0.04,0.02,0.72,0.2,0.01,0.588,0.2745,0.1375,2000.0,2015
23,12041,FL,Gilchrist County,0.0,0.0921,0.1382,0.1201,0.2188,0.3602,0.0,0.0,0.0576,0.9424,0.3438,0.6562,0.0,0.0,0.0,0.0,0.0,0.0,0.5411,0.4243,0.0,0.3882,0.2796,0.1266,0.0773,0.0691,0.0,0.0247,0.06,0.04,0.73,0.18,0.0,0.5921,0.2993,0.1086,608.0,2015
24,12043,FL,Glades County,0.0,0.0831,0.1039,0.1558,0.2364,0.374,0.0,0.0,0.0442,0.9558,0.2857,0.7143,0.0,0.0,0.0,0.0883,0.0,0.0,0.3688,0.5143,0.0,0.4935,0.2182,0.1091,0.0623,0.0649,0.0,0.0312,0.08,0.0,0.78,0.11,0.0,0.5818,0.2831,0.1351,385.0,2015
25,12045,FL,Gulf County,0.0,0.0835,0.0969,0.1461,0.2563,0.3621,0.0,0.0,0.0879,0.9121,0.3055,0.6945,0.0,0.0,0.0611,0.0,0.0,0.0209,0.5156,0.3905,0.0224,0.4352,0.237,0.0954,0.0849,0.0566,0.0268,0.0417,0.1,0.05,0.76,0.1,0.0,0.5797,0.3025,0.1177,671.0,2015
26,12047,FL,Hamilton County,0.0482,0.0987,0.1382,0.1645,0.2259,0.3246,0.0,0.0,0.0439,0.9561,0.3004,0.6996,0.0,0.0241,0.1118,0.0,0.0,0.0,0.3289,0.511,0.0,0.5066,0.2456,0.0921,0.0592,0.0592,0.0,0.0,0.0,0.04,0.74,0.17,0.0,0.6184,0.2961,0.0855,456.0,2015
27,12049,FL,Hardee County,0.0,0.1158,0.1222,0.1756,0.2362,0.2638,0.0,0.0,0.0294,0.9706,0.3153,0.6847,0.0,0.0,0.0349,0.2344,0.0,0.0,0.2408,0.4816,0.0,0.5377,0.2151,0.1002,0.0487,0.0551,0.0,0.0211,0.05,0.02,0.71,0.21,0.0,0.6562,0.2353,0.1085,1088.0,2015
28,12051,FL,Hendry County,0.0448,0.1526,0.1284,0.1757,0.2714,0.22,0.007,0.0,0.0368,0.9632,0.2014,0.7986,0.0,0.0126,0.0307,0.2125,0.0,0.0,0.1601,0.5831,0.0,0.6078,0.214,0.067,0.0468,0.0257,0.0,0.0211,0.05,0.0,0.83,0.1,0.0,0.6989,0.217,0.0841,1986.0,2015
29,12053,FL,Hernando County,0.0536,0.1076,0.1182,0.1527,0.253,0.3109,0.004,0.0,0.0702,0.9298,0.3044,0.6956,0.0,0.0224,0.019,0.0525,0.0,0.0059,0.4794,0.4188,0.0153,0.4728,0.2203,0.1204,0.0697,0.0555,0.0107,0.0353,0.08,0.03,0.75,0.13,0.0,0.5512,0.3332,0.1156,9870.0,2015
30,12055,FL,Highlands County,0.0402,0.0956,0.1071,0.1328,0.2452,0.3729,0.0062,0.0,0.0611,0.9389,0.3309,0.6691,0.0,0.0225,0.0572,0.0979,0.0,0.0051,0.4193,0.3964,0.0152,0.4678,0.2344,0.1211,0.0643,0.0568,0.0106,0.0299,0.06,0.04,0.72,0.17,0.0,0.5646,0.3176,0.1179,4352.0,2015
31,12057,FL,Hillsborough County,0.0652,0.1349,0.1686,0.1838,0.2302,0.211,0.0,0.0,0.0981,0.9019,0.2965,0.7035,0.0011,0.0525,0.0709,0.1366,0.0008,0.0083,0.2895,0.4405,0.0262,0.5048,0.2059,0.1004,0.0567,0.0446,0.0137,0.0477,0.06,0.03,0.76,0.13,0.01,0.6005,0.2641,0.1354,77256.0,2015
32,12061,FL,Indian River County,0.0709,0.102,0.1167,0.1349,0.2417,0.3273,0.0065,0.0,0.1147,0.8853,0.3493,0.6507,0.0,0.0277,0.0518,0.0444,0.0,0.0039,0.4562,0.4148,0.0207,0.4193,0.2168,0.1299,0.0683,0.0637,0.0173,0.0638,0.1,0.04,0.72,0.14,0.0,0.4964,0.3575,0.1461,8473.0,2015
33,12063,FL,Jackson County,0.0,0.1006,0.119,0.162,0.2282,0.3202,0.0,0.0,0.0448,0.9552,0.3135,0.6865,0.0,0.0209,0.1092,0.0135,0.0,0.0,0.3933,0.4564,0.0,0.5074,0.2123,0.1313,0.0521,0.0577,0.0,0.0202,0.09,0.0,0.73,0.14,0.0,0.535,0.3227,0.1423,1630.0,2015
34,12065,FL,Jefferson County,0.0,0.0928,0.1287,0.158,0.1954,0.3697,0.0,0.0,0.0537,0.9463,0.3274,0.6726,0.0,0.0,0.145,0.0326,0.0,0.0,0.3583,0.4463,0.0,0.5375,0.1873,0.0977,0.0814,0.057,0.0,0.0228,0.07,0.0,0.73,0.17,0.0,0.5651,0.2866,0.1482,614.0,2015
35,12069,FL,Lake County,0.0735,0.1111,0.132,0.1582,0.2373,0.2825,0.0053,0.0,0.0853,0.9147,0.3179,0.6821,0.0016,0.0374,0.0522,0.0705,0.0008,0.0065,0.4566,0.3743,0.0184,0.4359,0.2318,0.1186,0.0777,0.0647,0.0151,0.0379,0.09,0.03,0.75,0.12,0.01,0.5339,0.3272,0.1389,18139.0,2015
36,12071,FL,Lee County,0.0641,0.1099,0.1286,0.1672,0.2479,0.2766,0.0058,0.0,0.0675,0.9325,0.3311,0.6689,0.0011,0.0287,0.048,0.0826,0.0004,0.0059,0.3834,0.4501,0.0183,0.4502,0.2182,0.1224,0.0755,0.0647,0.0116,0.0389,0.07,0.03,0.74,0.16,0.0,0.5658,0.3166,0.1176,41621.0,2015
37,12073,FL,Leon County,0.0616,0.1799,0.2356,0.1598,0.1667,0.1934,0.0031,0.0,0.0996,0.9004,0.3346,0.6654,0.0,0.0517,0.1742,0.0218,0.0,0.009,0.3485,0.3931,0.0321,0.502,0.1971,0.104,0.0613,0.0492,0.0104,0.0439,0.09,0.03,0.72,0.15,0.01,0.5438,0.3024,0.1538,11073.0,2015
38,12075,FL,Levy County,0.0473,0.0884,0.0874,0.1316,0.248,0.3931,0.0,0.0,0.0629,0.9371,0.337,0.663,0.0,0.0,0.0458,0.0369,0.0,0.0,0.4602,0.4462,0.0182,0.4753,0.2215,0.1113,0.0796,0.0484,0.0088,0.0369,0.07,0.0,0.72,0.17,0.0,0.5783,0.3141,0.1076,1923.0,2015
39,12079,FL,Madison County,0.0,0.0953,0.1449,0.1514,0.218,0.329,0.0,0.0,0.047,0.953,0.312,0.688,0.0,0.0,0.1658,0.0,0.0,0.0,0.3407,0.4752,0.0235,0.5457,0.1932,0.1175,0.0614,0.0379,0.0,0.0,0.07,0.0,0.73,0.18,0.0,0.5992,0.2702,0.1305,766.0,2015
40,12081,FL,Manatee County,0.0807,0.1044,0.124,0.1566,0.2399,0.2891,0.0052,0.0,0.111,0.889,0.4165,0.5835,0.0,0.0344,0.0364,0.0442,0.0,0.0057,0.4479,0.4295,0.0229,0.4036,0.21,0.1353,0.0792,0.0746,0.0178,0.0566,0.07,0.06,0.65,0.22,0.01,0.5765,0.335,0.0886,18520.0,2015
41,12083,FL,Marion County,0.0567,0.097,0.1191,0.156,0.2406,0.3256,0.0,0.0,0.0728,0.9272,0.3027,0.6973,0.0016,0.0327,0.0574,0.0633,0.0008,0.0056,0.4508,0.3878,0.0198,0.4787,0.227,0.114,0.0612,0.0543,0.0116,0.0334,0.08,0.03,0.75,0.15,0.0,0.5432,0.3348,0.122,17726.0,2015
42,12085,FL,Martin County,0.0834,0.1081,0.1222,0.1411,0.2424,0.2988,0.004,0.0,0.101,0.899,0.3776,0.6224,0.0015,0.0202,0.027,0.0286,0.0014,0.0043,0.4462,0.4708,0.0148,0.4008,0.206,0.1375,0.0854,0.0824,0.0175,0.0556,0.1,0.05,0.69,0.16,0.0,0.5293,0.3309,0.1397,10192.0,2015
43,12086,FL,Miami-Dade County,0.0357,0.1376,0.1416,0.1958,0.2747,0.2027,0.0,0.0,0.0389,0.9611,0.2577,0.7423,0.0001,0.0093,0.0656,0.1977,0.0003,0.0017,0.1241,0.6011,0.0131,0.6608,0.1847,0.0679,0.0275,0.0185,0.0059,0.0216,0.01,0.01,0.78,0.19,0.0,0.568,0.2952,0.1368,392442.0,2015
44,12087,FL,Monroe County,0.0581,0.0752,0.1346,0.166,0.2634,0.2995,0.0033,0.0,0.0859,0.9141,0.443,0.557,0.0,0.0155,0.0222,0.0898,0.0,0.0079,0.488,0.3757,0.0122,0.3506,0.2139,0.1495,0.1023,0.105,0.0204,0.0462,0.03,0.05,0.68,0.24,0.0,0.5257,0.3222,0.1521,6971.0,2015
45,12089,FL,Nassau County,0.0,0.0958,0.1421,0.1505,0.2341,0.2977,0.0,0.0,0.0809,0.9191,0.3962,0.6038,0.0,0.0133,0.0479,0.02,0.0,0.006,0.5202,0.3886,0.0189,0.3911,0.2092,0.1616,0.0847,0.0782,0.0127,0.0436,0.08,0.05,0.69,0.17,0.01,0.6027,0.2934,0.1039,3695.0,2015
46,12091,FL,Okaloosa County,0.0798,0.1124,0.1761,0.1666,0.2321,0.2313,0.0018,0.0,0.1225,0.8775,0.3802,0.6198,0.0026,0.0452,0.0521,0.0223,0.0018,0.0175,0.4753,0.3832,0.0237,0.4055,0.2225,0.1378,0.0762,0.0601,0.0144,0.0598,0.11,0.04,0.68,0.16,0.01,0.5489,0.2736,0.1775,7307.0,2015
47,12093,FL,Okeechobee County,0.0,0.1059,0.1218,0.1591,0.255,0.3136,0.0,0.0,0.0739,0.9261,0.3029,0.6971,0.0,0.0206,0.0333,0.1338,0.0,0.0,0.3968,0.4115,0.0286,0.5007,0.2051,0.0919,0.0806,0.0486,0.0126,0.032,0.08,0.03,0.77,0.11,0.01,0.5193,0.3322,0.1485,1502.0,2015
48,12095,FL,Orange County,0.0659,0.1474,0.1788,0.1944,0.2194,0.1847,0.0,0.0,0.0747,0.9253,0.2375,0.7625,0.0008,0.0689,0.1109,0.124,0.0012,0.0067,0.2515,0.4359,0.0225,0.5511,0.2007,0.0911,0.0464,0.0387,0.0111,0.0385,0.04,0.03,0.82,0.1,0.01,0.5538,0.2969,0.1492,108585.0,2015
49,12097,FL,Osceola County,0.0588,0.1526,0.1549,0.2025,0.2327,0.19,0.0085,0.0,0.0428,0.9572,0.1668,0.8332,0.0008,0.0316,0.047,0.2294,0.0012,0.0041,0.227,0.4589,0.0164,0.6007,0.2089,0.0837,0.0346,0.0272,0.0051,0.0234,0.03,0.02,0.87,0.07,0.01,0.5435,0.3154,0.1411,32583.0,2015
50,12099,FL,Palm Beach County,0.0685,0.1371,0.1553,0.1797,0.2353,0.2149,0.0092,0.0,0.0803,0.9197,0.2773,0.7227,0.0005,0.0296,0.1301,0.0586,0.0009,0.0051,0.2668,0.5083,0.02,0.4886,0.2098,0.1132,0.0623,0.0507,0.0133,0.042,0.06,0.05,0.79,0.09,0.01,0.5667,0.2719,0.1614,136968.0,2015
51,12101,FL,Pasco County,0.0656,0.123,0.1371,0.1654,0.242,0.2624,0.0044,0.0,0.086,0.914,0.2999,0.7001,0.0,0.0345,0.0224,0.0486,0.0,0.0063,0.4266,0.4597,0.0195,0.481,0.2131,0.1166,0.0605,0.0542,0.0128,0.0421,0.06,0.04,0.76,0.13,0.01,0.5596,0.2955,0.1449,29467.0,2015
52,12103,FL,Pinellas County,0.0597,0.1054,0.1461,0.1534,0.2348,0.2958,0.0,0.0,0.0952,0.9048,0.3365,0.6635,0.0015,0.0549,0.046,0.0344,0.0007,0.0082,0.485,0.3693,0.0214,0.4357,0.2228,0.1227,0.0735,0.0632,0.0129,0.0478,0.06,0.04,0.73,0.15,0.01,0.5383,0.3215,0.1402,58596.0,2015
53,12105,FL,Polk County,0.0727,0.122,0.1478,0.1772,0.2221,0.2533,0.0049,0.0,0.0629,0.9371,0.2658,0.7342,0.0008,0.034,0.0699,0.1111,0.0005,0.0038,0.3194,0.4603,0.0181,0.5131,0.2198,0.1016,0.0563,0.0492,0.0093,0.0326,0.04,0.03,0.8,0.12,0.01,0.5179,0.2869,0.1952,34817.0,2015
54,12107,FL,Putnam County,0.0481,0.0938,0.1134,0.1309,0.2522,0.3564,0.0053,0.0,0.0588,0.9412,0.3166,0.6834,0.0,0.0169,0.0872,0.043,0.0,0.0056,0.4493,0.3958,0.0234,0.4825,0.2303,0.108,0.0674,0.0534,0.0101,0.0249,0.06,0.03,0.74,0.16,0.01,0.524,0.324,0.1519,3370.0,2015
55,12111,FL,St. Lucie County,0.0579,0.1254,0.1274,0.1747,0.2439,0.264,0.0067,0.0,0.0741,0.9259,0.2795,0.7205,0.0016,0.0251,0.1173,0.0604,0.001,0.0065,0.3153,0.4727,0.0188,0.5161,0.2002,0.1059,0.0602,0.0509,0.0098,0.038,0.07,0.04,0.78,0.11,0.01,0.5337,0.3268,0.1395,22395.0,2015
56,12113,FL,Santa Rosa County,0.0913,0.1042,0.1444,0.1576,0.2307,0.2684,0.0033,0.0,0.1165,0.8835,0.4304,0.5696,0.0,0.0298,0.0207,0.0138,0.0,0.0148,0.5265,0.3913,0.0207,0.3773,0.2235,0.132,0.0887,0.083,0.0145,0.0603,0.1,0.05,0.64,0.2,0.01,0.5743,0.3287,0.097,5804.0,2015
57,12115,FL,Sarasota County,0.0736,0.0985,0.12,0.1441,0.241,0.3178,0.0051,0.0,0.1138,0.8862,0.4165,0.5835,0.0,0.028,0.0211,0.0313,0.0,0.0068,0.5179,0.3934,0.0203,0.3778,0.2178,0.1403,0.0887,0.0799,0.0184,0.0569,0.07,0.06,0.66,0.2,0.01,0.5334,0.3703,0.0962,25819.0,2015
58,12117,FL,Seminole County,0.0856,0.1422,0.1588,0.1638,0.2227,0.2206,0.0064,0.0,0.0976,0.9024,0.3233,0.6767,0.0011,0.052,0.0613,0.0884,0.0007,0.0087,0.3934,0.3943,0.0219,0.4362,0.2146,0.1229,0.0741,0.0661,0.0157,0.0486,0.05,0.04,0.76,0.13,0.01,0.5051,0.3279,0.167,34071.0,2015
59,12119,FL,Sumter County,0.0294,0.0667,0.0769,0.102,0.2045,0.515,0.0055,0.0,0.0944,0.9056,0.432,0.568,0.0,0.0216,0.0309,0.0227,0.0,0.0041,0.566,0.353,0.0172,0.3854,0.1952,0.1305,0.0906,0.1156,0.0213,0.0443,0.13,0.0,0.64,0.18,0.0,0.4946,0.3778,0.1276,3433.0,2015
60,12121,FL,Suwannee County,0.0,0.1039,0.1096,0.1561,0.244,0.3226,0.0,0.0,0.0454,0.9546,0.3192,0.6808,0.0,0.0161,0.0471,0.0454,0.0,0.0,0.4248,0.4598,0.0224,0.4816,0.2296,0.1447,0.0511,0.0511,0.0,0.0,0.09,0.03,0.72,0.15,0.01,0.539,0.3404,0.1206,1742.0,2015
61,12123,FL,Taylor County,0.0714,0.0828,0.1315,0.151,0.2045,0.3588,0.0,0.0,0.086,0.914,0.2792,0.7208,0.0,0.0601,0.0552,0.0,0.0,0.0,0.4513,0.4156,0.0,0.4756,0.2597,0.1201,0.0471,0.0227,0.0,0.0422,0.07,0.04,0.78,0.11,0.0,0.5584,0.2971,0.1445,616.0,2015
62,12125,FL,Union County,0.0,0.1037,0.125,0.122,0.2226,0.3293,0.0,0.0,0.1006,0.8994,0.375,0.625,0.0,0.0,0.061,0.0,0.0,0.0,0.4848,0.4451,0.0,0.4543,0.2134,0.128,0.1037,0.0,0.0,0.0457,0.13,0.0,0.68,0.14,0.0,0.5976,0.2287,0.1738,328.0,2015
63,12127,FL,Volusia County,0.0551,0.1081,0.1358,0.1511,0.2376,0.3081,0.0043,0.0,0.0887,0.9113,0.3304,0.6696,0.0016,0.0315,0.0536,0.0582,0.0003,0.0077,0.4757,0.3713,0.0264,0.4644,0.2223,0.118,0.0672,0.0536,0.0107,0.0373,0.05,0.04,0.73,0.17,0.01,0.4989,0.3179,0.1832,34584.0,2015
64,12129,FL,Wakulla County,0.0,0.0937,0.1548,0.1466,0.223,0.3024,0.0,0.0,0.0774,0.9226,0.3259,0.6741,0.0,0.0163,0.0499,0.0,0.0,0.0112,0.5204,0.39,0.0,0.4369,0.2363,0.1415,0.0611,0.057,0.0,0.0316,0.08,0.0,0.74,0.14,0.0,0.5305,0.3401,0.1293,982.0,2015
65,12131,FL,Walton County,0.0988,0.0,0.1298,0.1752,0.2425,0.2684,0.0,0.0,0.1214,0.8786,0.4196,0.5804,0.0034,0.0234,0.0189,0.0138,0.0,0.0073,0.5784,0.3548,0.0158,0.3469,0.2242,0.1476,0.0963,0.0772,0.0191,0.0729,0.13,0.05,0.66,0.15,0.0,0.5455,0.3089,0.1456,3551.0,2015
66,12133,FL,Washington County,0.0,0.1085,0.1015,0.1739,0.2264,0.3232,0.0,0.0,0.0607,0.9393,0.3209,0.6791,0.0,0.0268,0.0863,0.0,0.0,0.0,0.4714,0.3932,0.0303,0.4574,0.2229,0.133,0.0677,0.0607,0.0,0.0,0.1,0.0,0.73,0.14,0.0,0.6033,0.2789,0.1179,857.0,2015
67,13001,GA,Appling County,0.0,0.1036,0.1123,0.152,0.285,0.2988,0.0,0.0,0.0535,0.9465,0.3005,0.6995,0.0,0.0,0.1157,0.0,0.0,0.0,0.38,0.437,0.0276,0.5544,0.1883,0.0967,0.0622,0.0466,0.0,0.0,0.0,0.03,0.76,0.17,0.0,0.6839,0.1209,0.1952,579.0,2015
68,13009,GA,Baldwin County,0.0,0.1197,0.1737,0.1792,0.2457,0.2457,0.0,0.0,0.1103,0.8897,0.3263,0.6737,0.0,0.072,0.2958,0.0,0.0,0.0,0.2433,0.3756,0.0391,0.5782,0.1596,0.0829,0.0524,0.0297,0.0133,0.0446,0.02,0.02,0.75,0.2,0.02,0.6158,0.1385,0.2457,1278.0,2015
69,13011,GA,Banks County,0.0,0.0918,0.1365,0.1941,0.2329,0.2988,0.0,0.0,0.0941,0.9059,0.3294,0.6706,0.0,0.0494,0.0,0.0141,0.0,0.0,0.5482,0.3694,0.0,0.4341,0.2506,0.1082,0.0694,0.0729,0.0,0.0424,0.04,0.0,0.77,0.13,0.0,0.4965,0.2624,0.2412,850.0,2015
70,13013,GA,Barrow County,0.0,0.1187,0.1797,0.2009,0.2193,0.2059,0.0,0.0,0.1372,0.8628,0.3867,0.6133,0.0,0.0382,0.0848,0.0406,0.0,0.0104,0.451,0.3736,0.0396,0.4319,0.2056,0.1113,0.0842,0.0627,0.0154,0.0493,0.02,0.04,0.71,0.22,0.02,0.5942,0.1727,0.2331,2982.0,2015
71,13015,GA,Bartow County,0.0716,0.1217,0.1497,0.1865,0.2322,0.2359,0.0026,0.0,0.0911,0.9089,0.3385,0.6615,0.0,0.0501,0.0655,0.0231,0.0,0.0,0.4671,0.3834,0.0312,0.4359,0.2387,0.0986,0.0758,0.0706,0.0103,0.0389,0.04,0.05,0.75,0.14,0.02,0.6242,0.2058,0.1699,4290.0,2015
