,cfc,state,county,0-17,18-25,26-34,35-44,45-54,55-64,65+,age_unknown,no_aptc,yes_aptc,no_csr,yes_csr,american_alaska_native,asian,black,latino,hawaiian_native_pacific_islander,multiracial,white,ethnicity_unknown,fpl_<_100,fpl_<_151,fpl_<_201,fpl_<_251,fpl_<_301,fpl_<_401,fpl_>_400,fpl_unknown,platinum,gold,silver,bronze,catastrophic,new,active_renew,auto_renew,tps,Year
1787,48429,TX,Stephens County,0.1531,0.0,0.1562,0.1656,0.1344,0.2938,0.0,0.0,0.1125,0.8875,0.3688,0.6312,0.0,0.0,0.0,0.15,0.0,0.0,0.4344,0.3688,0.0,0.3312,0.2219,0.2156,0.0781,0.0562,0.0,0.0719,0.0,0.06,0.74,0.2,0.0,0.6844,0.1031,0.2125,320.0,2015
1788,48435,TX,Sutton County,0.1538,0.1259,0.1189,0.1678,0.2308,0.2028,0.0,0.0,0.1469,0.8531,0.5385,0.4615,0.0,0.0,0.0,0.3147,0.0,0.0,0.0,0.5245,0.0,0.3287,0.2308,0.1259,0.1399,0.0,0.0,0.0,0.0,0.0,0.67,0.27,0.0,0.5594,0.1538,0.2867,143.0,2015
1789,48439,TX,Tarrant County,0.1041,0.1255,0.1739,0.1791,0.2105,0.1998,0.0,0.0,0.1249,0.8751,0.4527,0.5473,0.0027,0.1199,0.0983,0.133,0.0009,0.0117,0.2903,0.3432,0.0337,0.3939,0.2221,0.1427,0.0743,0.0592,0.0168,0.0574,0.01,0.04,0.62,0.32,0.0,0.5542,0.2437,0.2021,94838.0,2015
1790,48441,TX,Taylor County,0.1011,0.1276,0.1887,0.1495,0.196,0.2337,0.0034,0.0,0.1664,0.8336,0.4472,0.5528,0.0,0.0417,0.0411,0.1236,0.0,0.0101,0.4368,0.3422,0.0352,0.3889,0.2106,0.1355,0.0814,0.0572,0.0169,0.0743,0.0,0.07,0.65,0.28,0.0,0.5663,0.167,0.2667,3551.0,2015
1791,48445,TX,Terry County,0.1231,0.0,0.1169,0.1415,0.2492,0.2523,0.0,0.0,0.1262,0.8738,0.4308,0.5692,0.0,0.0431,0.0,0.2831,0.0,0.0,0.2062,0.4554,0.0,0.3938,0.1754,0.1385,0.1077,0.0646,0.0,0.0615,0.0,0.06,0.66,0.28,0.0,0.5754,0.1785,0.2462,325.0,2015
1792,48449,TX,Titus County,0.0,0.1247,0.1285,0.1768,0.2252,0.2532,0.0,0.0,0.1145,0.8855,0.3384,0.6616,0.0,0.0712,0.07,0.1743,0.0,0.0,0.3473,0.3321,0.0547,0.4415,0.2392,0.117,0.0662,0.0,0.0,0.0471,0.0,0.0,0.73,0.21,0.0,0.5394,0.2125,0.2481,786.0,2015
1793,48451,TX,Tom Green County,0.0,0.1195,0.17,0.1585,0.2,0.2486,0.0,0.0,0.1486,0.8514,0.4243,0.5757,0.0,0.0348,0.0243,0.247,0.0,0.0,0.354,0.3294,0.0361,0.3684,0.2323,0.1498,0.0827,0.0575,0.0163,0.0569,0.0,0.05,0.68,0.27,0.0,0.578,0.1799,0.2422,3130.0,2015
1794,48453,TX,Travis County,0.0978,0.1104,0.2621,0.1909,0.1737,0.1575,0.0,0.0,0.2424,0.7576,0.4654,0.5346,0.0021,0.0698,0.0426,0.1413,0.0008,0.0163,0.4026,0.3245,0.0422,0.3192,0.2113,0.1397,0.0779,0.0682,0.0341,0.1075,0.06,0.07,0.64,0.21,0.02,0.5121,0.2315,0.2564,66150.0,2015
1795,48455,TX,Trinity County,0.0,0.0804,0.1099,0.1582,0.2654,0.3271,0.0,0.0,0.1689,0.8311,0.4209,0.5791,0.0,0.0,0.0777,0.0697,0.0,0.0,0.5174,0.3137,0.0,0.4129,0.2332,0.1072,0.0697,0.0509,0.0,0.0724,0.0,0.0,0.68,0.26,0.0,0.622,0.1877,0.1903,373.0,2015
1796,48457,TX,Tyler County,0.0928,0.0,0.118,0.1431,0.2321,0.3211,0.0,0.0,0.1451,0.8549,0.4371,0.5629,0.0,0.0,0.0619,0.0213,0.0,0.0,0.4004,0.4913,0.0,0.4081,0.1876,0.118,0.087,0.0658,0.0,0.0658,0.0,0.04,0.64,0.32,0.0,0.6306,0.1489,0.2205,517.0,2015
1797,48459,TX,Upshur County,0.0,0.1166,0.1328,0.1343,0.2074,0.3063,0.0,0.0,0.1225,0.8775,0.4037,0.5963,0.0,0.0111,0.0568,0.0487,0.0,0.0,0.5048,0.3668,0.031,0.3469,0.2369,0.1653,0.0812,0.0708,0.014,0.0539,0.0,0.04,0.7,0.25,0.0,0.5941,0.1941,0.2118,1355.0,2015
1798,48461,TX,Upton County,0.2059,0.0,0.0,0.1912,0.0,0.2794,0.0,0.0,0.2353,0.7647,0.5882,0.4118,0.0,0.0,0.0,0.2206,0.0,0.0,0.3088,0.4706,0.0,0.2647,0.0,0.3088,0.0,0.0,0.0,0.2059,0.0,0.0,0.65,0.0,0.0,0.4265,0.2647,0.3088,68.0,2015
1799,48463,TX,Uvalde County,0.0692,0.1174,0.1104,0.1664,0.2379,0.2885,0.0101,0.0,0.1135,0.8865,0.3935,0.6065,0.0,0.0218,0.0,0.4813,0.0,0.0,0.1649,0.325,0.0327,0.4549,0.2216,0.1244,0.0575,0.0583,0.0117,0.0389,0.0,0.0,0.68,0.28,0.0,0.5156,0.182,0.3025,1286.0,2015
1800,48465,TX,Val Verde County,0.0926,0.146,0.0926,0.1361,0.2491,0.2656,0.018,0.0,0.0629,0.9371,0.353,0.647,0.0,0.009,0.0057,0.3899,0.0,0.0,0.0619,0.5336,0.0165,0.5113,0.2268,0.12,0.0515,0.035,0.008,0.0307,0.0,0.0,0.68,0.29,0.0,0.5926,0.2245,0.1829,2116.0,2015
1801,48467,TX,Van Zandt County,0.0,0.0987,0.1159,0.1416,0.2408,0.3097,0.0,0.0,0.0956,0.9044,0.4031,0.5969,0.0,0.0108,0.0122,0.06,0.0,0.0,0.5383,0.3643,0.0239,0.4202,0.2169,0.1506,0.0748,0.0564,0.0108,0.0464,0.0,0.0,0.66,0.29,0.0,0.5482,0.2272,0.2245,2218.0,2015
1802,48469,TX,Victoria County,0.1144,0.0,0.1697,0.1561,0.1985,0.2592,0.0,0.0,0.1367,0.8633,0.4406,0.5594,0.0,0.0446,0.0325,0.2256,0.0,0.0069,0.2976,0.3905,0.0395,0.3576,0.2183,0.1484,0.1005,0.0541,0.0157,0.0658,0.0,0.05,0.67,0.28,0.0,0.5777,0.1938,0.2285,2735.0,2015
1803,48471,TX,Walker County,0.0,0.1523,0.2067,0.1711,0.1926,0.2,0.0,0.0,0.145,0.855,0.3913,0.6087,0.0,0.0255,0.1161,0.0866,0.0,0.0,0.4201,0.3409,0.057,0.4268,0.2409,0.1302,0.0591,0.0383,0.0087,0.0389,0.0,0.0,0.67,0.27,0.0,0.6403,0.1383,0.2215,1490.0,2015
1804,48473,TX,Waller County,0.0,0.1343,0.1327,0.1544,0.2333,0.2469,0.0,0.0,0.1354,0.8646,0.4089,0.5911,0.0,0.0147,0.0962,0.1985,0.0,0.0092,0.3089,0.3687,0.0277,0.41,0.2094,0.1419,0.0696,0.0604,0.0169,0.0642,0.0,0.05,0.67,0.27,0.0,0.5949,0.1985,0.2066,1839.0,2015
1805,48475,TX,Ward County,0.1506,0.1378,0.1635,0.0,0.2083,0.2051,0.0,0.0,0.2468,0.7532,0.4615,0.5385,0.0,0.0,0.0,0.3173,0.0,0.0,0.1506,0.4647,0.0,0.2885,0.2019,0.1603,0.0641,0.0,0.0673,0.1314,0.0,0.09,0.6,0.31,0.0,0.6506,0.1378,0.2115,312.0,2015
1806,48477,TX,Washington County,0.1306,0.0,0.1401,0.1488,0.2197,0.2561,0.0,0.0,0.1635,0.8365,0.4386,0.5614,0.0,0.0424,0.09,0.0804,0.0,0.0,0.4377,0.3408,0.0337,0.3296,0.2137,0.167,0.083,0.0649,0.0242,0.0839,0.0,0.0,0.65,0.27,0.0,0.5631,0.2085,0.2284,1156.0,2015
1807,48479,TX,Webb County,0.0781,0.1533,0.1192,0.1652,0.2382,0.2302,0.0158,0.0,0.0917,0.9083,0.3655,0.6345,0.0,0.01,0.0015,0.6069,0.0,0.0,0.0346,0.3462,0.0292,0.4725,0.2349,0.1213,0.0561,0.0407,0.0101,0.0351,0.0,0.03,0.69,0.28,0.0,0.6269,0.1902,0.1829,11055.0,2015
1808,48481,TX,Wharton County,0.0,0.1146,0.1532,0.1684,0.2038,0.2791,0.0,0.0,0.1228,0.8772,0.3703,0.6297,0.0,0.0234,0.1171,0.1671,0.0,0.0,0.2209,0.4684,0.0,0.4354,0.2247,0.1468,0.0576,0.0468,0.0,0.0563,0.0,0.0,0.71,0.25,0.0,0.5804,0.169,0.2506,1580.0,2015
1809,48483,TX,Wheeler County,0.1931,0.1103,0.1034,0.1103,0.1793,0.3034,0.0,0.0,0.1793,0.8207,0.5103,0.4897,0.0,0.0,0.0,0.0,0.0,0.0,0.4483,0.4069,0.0,0.2966,0.2552,0.1241,0.1379,0.0,0.0,0.0966,0.0,0.12,0.59,0.3,0.0,0.6,0.1103,0.2897,145.0,2015
1810,48485,TX,Wichita County,0.0,0.11,0.1811,0.1536,0.196,0.2582,0.0,0.0,0.1293,0.8707,0.4589,0.5411,0.0,0.0649,0.0525,0.0958,0.0,0.0136,0.4521,0.316,0.0338,0.3863,0.2253,0.1562,0.0602,0.0756,0.0193,0.0433,0.0,0.04,0.6,0.34,0.0,0.576,0.1912,0.2327,3373.0,2015
1811,48487,TX,Wilbarger County,0.0746,0.1157,0.1381,0.1418,0.2201,0.3097,0.0,0.0,0.1007,0.8993,0.4179,0.5821,0.0,0.097,0.0448,0.1269,0.0,0.0,0.3396,0.3769,0.0634,0.4104,0.2649,0.1194,0.056,0.056,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.5933,0.1978,0.209,268.0,2015
1812,48489,TX,Willacy County,0.0,0.1306,0.1067,0.1295,0.2725,0.3026,0.0,0.0,0.0684,0.9316,0.2632,0.7368,0.0,0.0,0.0,0.4653,0.0,0.0,0.0622,0.4622,0.0311,0.571,0.2041,0.087,0.0549,0.0,0.0,0.0332,0.0,0.02,0.78,0.21,0.0,0.5845,0.2114,0.2041,965.0,2015
1813,48491,TX,Williamson County,0.1511,0.1104,0.1814,0.1786,0.1923,0.1792,0.0069,0.0,0.2229,0.7771,0.492,0.508,0.0024,0.0771,0.0408,0.1236,0.0009,0.0149,0.4085,0.3317,0.0341,0.2909,0.2052,0.1551,0.0967,0.0856,0.0343,0.0982,0.07,0.08,0.63,0.22,0.02,0.5196,0.2383,0.2421,22169.0,2015
1814,48493,TX,Wilson County,0.0,0.1146,0.1532,0.1445,0.2478,0.2316,0.0,0.0,0.1364,0.8636,0.4035,0.5965,0.0,0.0068,0.0087,0.2447,0.0,0.0,0.3225,0.4103,0.0349,0.3786,0.1993,0.16,0.0866,0.056,0.0205,0.0641,0.0,0.06,0.67,0.26,0.0,0.5915,0.1831,0.2254,1606.0,2015
1815,48495,TX,Winkler County,0.2429,0.0905,0.1048,0.1429,0.2,0.219,0.0,0.0,0.2524,0.7476,0.5,0.5,0.0,0.0,0.0,0.481,0.0,0.0,0.1238,0.3667,0.0,0.2429,0.2286,0.0952,0.1333,0.0857,0.0,0.1429,0.0,0.0,0.69,0.2,0.0,0.5048,0.2524,0.2429,210.0,2015
1816,48497,TX,Wise County,0.1261,0.0,0.147,0.1525,0.2155,0.2671,0.0,0.0,0.1202,0.8798,0.4559,0.5441,0.0,0.015,0.0,0.1032,0.0,0.0122,0.5339,0.3282,0.0189,0.3396,0.2191,0.1718,0.0796,0.0914,0.0165,0.063,0.0,0.05,0.64,0.3,0.0,0.6202,0.1978,0.182,2538.0,2015
1817,48499,TX,Wood County,0.0896,0.0847,0.1194,0.131,0.2346,0.3327,0.0079,0.0,0.1042,0.8958,0.4083,0.5917,0.0,0.0195,0.0152,0.0664,0.0,0.0,0.5661,0.323,0.0329,0.3906,0.2358,0.1487,0.0707,0.0701,0.011,0.0402,0.0,0.0,0.68,0.27,0.0,0.6021,0.1974,0.2005,1641.0,2015
1818,48501,TX,Yoakum County,0.1508,0.0955,0.1709,0.1558,0.1759,0.2513,0.0,0.0,0.1357,0.8643,0.5126,0.4874,0.0,0.0653,0.0,0.3417,0.0,0.0,0.2362,0.3568,0.0,0.3015,0.191,0.1709,0.1005,0.1256,0.0,0.0653,0.0,0.09,0.57,0.35,0.0,0.5377,0.191,0.2714,199.0,2015
1819,48503,TX,Young County,0.1343,0.0,0.1131,0.1502,0.1678,0.3198,0.0,0.0,0.1396,0.8604,0.5035,0.4965,0.0,0.0,0.0,0.0936,0.0,0.0,0.5901,0.2933,0.0,0.2986,0.2102,0.1837,0.1272,0.0901,0.0,0.0565,0.0,0.05,0.61,0.34,0.0,0.6431,0.1696,0.1873,566.0,2015
1820,48505,TX,Zapata County,0.0,0.1537,0.1314,0.1826,0.2027,0.2004,0.0,0.0,0.1158,0.8842,0.3519,0.6481,0.0,0.0,0.0,0.5212,0.0,0.0,0.0379,0.441,0.0,0.4031,0.2205,0.1715,0.0668,0.0356,0.0,0.0535,0.0,0.05,0.71,0.24,0.0,0.5768,0.1849,0.2383,449.0,2015
1821,48507,TX,Zavala County,0.0,0.1306,0.0964,0.167,0.2591,0.2848,0.0,0.0,0.1156,0.8844,0.2869,0.7131,0.0,0.0,0.0,0.379,0.0,0.0,0.0,0.3212,0.0407,0.4861,0.2206,0.1113,0.0578,0.0,0.0,0.0471,0.0,0.03,0.78,0.19,0.0,0.5439,0.1906,0.2655,467.0,2015
1822,49001,UT,Beaver County,0.2236,0.087,0.177,0.177,0.1553,0.1801,0.0,0.0,0.0435,0.9565,0.3199,0.6801,0.0,0.0,0.0,0.0,0.0,0.0,0.6832,0.2733,0.0,0.4317,0.264,0.1056,0.1056,0.0559,0.0,0.0,0.0,0.14,0.71,0.15,0.0,0.4969,0.2019,0.3012,322.0,2015
1823,49003,UT,Box Elder County,0.2246,0.0,0.1787,0.144,0.1466,0.2151,0.0,0.0,0.088,0.912,0.4059,0.5941,0.0,0.0,0.0,0.0269,0.0,0.0056,0.6956,0.2641,0.0095,0.2931,0.245,0.2333,0.0963,0.0663,0.0165,0.0399,0.0,0.0,0.68,0.2,0.0,0.4814,0.2533,0.2654,2306.0,2015
1824,49005,UT,Cache County,0.2423,0.1308,0.2342,0.1507,0.1007,0.1393,0.002,0.0,0.0991,0.9009,0.3819,0.6181,0.0027,0.0115,0.0,0.0256,0.0,0.0065,0.6767,0.2742,0.0115,0.2989,0.2485,0.2219,0.1051,0.0566,0.0144,0.0432,0.0,0.0,0.69,0.2,0.0,0.4768,0.2901,0.233,6025.0,2015
1825,49007,UT,Carbon County,0.1421,0.1079,0.1701,0.1764,0.1472,0.2563,0.0,0.0,0.0711,0.9289,0.3477,0.6523,0.0,0.0,0.0,0.0558,0.0,0.0,0.5888,0.3401,0.0,0.3858,0.2462,0.1624,0.0546,0.0838,0.0,0.0305,0.0,0.15,0.71,0.13,0.0,0.4911,0.2069,0.302,788.0,2015
1826,49011,UT,Davis County,0.2489,0.1104,0.2095,0.1701,0.1286,0.13,0.0026,0.0,0.15,0.85,0.4166,0.5834,0.0034,0.0202,0.0064,0.0316,0.0042,0.0124,0.6155,0.3063,0.0141,0.2784,0.245,0.2144,0.0984,0.0725,0.0185,0.0587,0.03,0.15,0.66,0.16,0.01,0.4791,0.2528,0.2681,13276.0,2015
1827,49013,UT,Duchesne County,0.2548,0.0845,0.1676,0.124,0.1362,0.233,0.0,0.0,0.1199,0.8801,0.4223,0.5777,0.0177,0.0,0.0,0.0,0.0,0.0,0.4414,0.5054,0.0,0.2698,0.2302,0.2057,0.1253,0.1008,0.0,0.0436,0.0,0.13,0.7,0.16,0.0,0.5817,0.1635,0.2548,734.0,2015
1828,49015,UT,Emery County,0.1979,0.0365,0.151,0.1927,0.2109,0.2109,0.0,0.0,0.0651,0.9349,0.3255,0.6745,0.0,0.0,0.0,0.0,0.0,0.0,0.5547,0.4245,0.0,0.4922,0.1849,0.1198,0.0781,0.0755,0.0,0.0,0.0,0.09,0.75,0.16,0.0,0.4818,0.2318,0.2865,384.0,2015
1829,49017,UT,Garfield County,0.1354,0.0,0.0912,0.1657,0.221,0.3094,0.0,0.0,0.0,0.0,0.3453,0.6547,0.0,0.0,0.0,0.0,0.0,0.0,0.605,0.3619,0.0,0.3812,0.2707,0.1464,0.0967,0.0691,0.0,0.0,0.0,0.1,0.71,0.2,0.0,0.4448,0.2514,0.3039,362.0,2015
1830,49019,UT,Grand County,0.0892,0.0,0.2192,0.1843,0.1794,0.2696,0.0,0.0,0.0757,0.9243,0.356,0.644,0.0,0.0,0.0,0.0233,0.0,0.0,0.774,0.1794,0.0,0.3792,0.2347,0.161,0.0921,0.0873,0.0,0.0407,0.0,0.06,0.71,0.22,0.0,0.4025,0.2696,0.3278,1031.0,2015
1831,49021,UT,Iron County,0.194,0.0,0.1909,0.1563,0.1414,0.1817,0.0,0.0,0.0552,0.9448,0.3358,0.6642,0.0,0.0074,0.0,0.0232,0.0,0.0127,0.6392,0.31,0.0171,0.3984,0.2618,0.1633,0.0744,0.0464,0.0074,0.0311,0.0,0.0,0.71,0.21,0.0,0.4904,0.2093,0.3004,2284.0,2015
1832,49023,UT,Juab County,0.2896,0.0997,0.1867,0.1899,0.0,0.1456,0.0,0.0,0.0712,0.9288,0.4241,0.5759,0.0,0.0,0.0,0.0222,0.0,0.0,0.538,0.4177,0.0,0.2547,0.2991,0.2073,0.1266,0.0633,0.0,0.0364,0.0,0.15,0.67,0.17,0.0,0.4826,0.1566,0.3608,632.0,2015
1833,49025,UT,Kane County,0.1765,0.0647,0.1725,0.1412,0.1412,0.3039,0.0,0.0,0.098,0.902,0.3725,0.6275,0.0,0.0,0.0,0.0275,0.0,0.0,0.698,0.2471,0.0,0.298,0.3039,0.1627,0.0784,0.1,0.0,0.0314,0.0,0.08,0.68,0.24,0.0,0.4784,0.2255,0.2961,510.0,2015
1834,49027,UT,Millard County,0.2257,0.1007,0.1679,0.1511,0.1866,0.1679,0.0,0.0,0.0653,0.9347,0.2799,0.7201,0.0,0.0,0.0,0.0,0.0,0.0,0.6101,0.3526,0.0,0.2929,0.3116,0.2239,0.0784,0.0466,0.0,0.0261,0.0,0.04,0.78,0.18,0.0,0.5354,0.1959,0.2687,536.0,2015
1835,49033,UT,Rich County,0.2448,0.1198,0.1615,0.1979,0.1094,0.1667,0.0,0.0,0.099,0.901,0.2812,0.7188,0.0,0.0,0.0,0.0625,0.0,0.0,0.6458,0.2812,0.0,0.2552,0.3333,0.2396,0.0,0.0729,0.0,0.0,0.0,0.07,0.76,0.17,0.0,0.4375,0.1354,0.4271,192.0,2015
1836,49035,UT,Salt Lake County,0.1798,0.1146,0.2218,0.1669,0.149,0.1642,0.0,0.0,0.1534,0.8466,0.3949,0.6051,0.004,0.0466,0.0098,0.057,0.0051,0.012,0.5292,0.3363,0.0163,0.3387,0.2431,0.177,0.0838,0.0576,0.0181,0.0653,0.02,0.13,0.68,0.16,0.01,0.4816,0.2362,0.2822,52396.0,2015
1837,49037,UT,San Juan County,0.1467,0.0719,0.1557,0.1527,0.1198,0.3533,0.0,0.0,0.1228,0.8772,0.3653,0.6347,0.0599,0.0,0.0,0.0,0.0,0.0,0.5329,0.3772,0.0,0.2665,0.2994,0.1497,0.0808,0.0808,0.0,0.0778,0.0,0.07,0.66,0.27,0.0,0.518,0.2036,0.2784,334.0,2015
1838,49041,UT,Sevier County,0.2405,0.0,0.1673,0.1564,0.151,0.1881,0.0,0.0,0.0479,0.9521,0.3454,0.6546,0.0,0.0,0.0,0.0154,0.0,0.0,0.6383,0.3309,0.0,0.3219,0.2785,0.217,0.0832,0.0651,0.0,0.0235,0.0,0.0,0.73,0.17,0.0,0.5488,0.1908,0.2604,1106.0,2015
1839,49043,UT,Summit County,0.1651,0.0,0.2009,0.1379,0.1917,0.2086,0.0,0.0,0.2178,0.7822,0.5341,0.4659,0.0,0.0055,0.0052,0.0295,0.0,0.0077,0.6465,0.303,0.007,0.1994,0.2374,0.1843,0.1124,0.1076,0.0453,0.1065,0.0,0.0,0.56,0.23,0.0,0.4438,0.2344,0.3218,2713.0,2015
1840,49045,UT,Tooele County,0.2187,0.0,0.1825,0.1774,0.1638,0.1539,0.0,0.0,0.1229,0.8771,0.4134,0.5866,0.0094,0.0094,0.0,0.0474,0.0,0.0089,0.6129,0.305,0.0127,0.3041,0.267,0.2004,0.0915,0.0554,0.0197,0.0493,0.0,0.0,0.67,0.19,0.0,0.5185,0.2088,0.2726,2131.0,2015
1841,49047,UT,Uintah County,0.2968,0.0836,0.1756,0.1438,0.1187,0.1814,0.0,0.0,0.1062,0.8938,0.4758,0.5242,0.0527,0.0092,0.0,0.0276,0.0,0.0,0.4682,0.4356,0.0125,0.2408,0.2032,0.2625,0.1212,0.0928,0.0159,0.051,0.0,0.0,0.57,0.25,0.0,0.5619,0.1522,0.286,1196.0,2015
1842,49049,UT,Utah County,0.2808,0.1301,0.224,0.1513,0.1059,0.1058,0.002,0.0,0.1046,0.8954,0.4112,0.5888,0.0037,0.0145,0.0036,0.0408,0.0044,0.0131,0.6161,0.3039,0.0113,0.2942,0.2584,0.218,0.1006,0.0594,0.0125,0.0458,0.0,0.15,0.66,0.19,0.0,0.5001,0.2433,0.2565,28382.0,2015
1843,49051,UT,Wasatch County,0.2653,0.0,0.164,0.1569,0.1517,0.1574,0.0,0.0,0.1041,0.8959,0.4802,0.5198,0.0,0.0,0.0,0.0236,0.0,0.008,0.5429,0.4147,0.0123,0.2243,0.2248,0.3129,0.0999,0.057,0.0146,0.0542,0.0,0.19,0.58,0.23,0.0,0.4939,0.2738,0.2323,2122.0,2015
1844,49053,UT,Washington County,0.2294,0.108,0.1801,0.1491,0.1364,0.1951,0.0019,0.0,0.0776,0.9224,0.3963,0.6037,0.0026,0.0093,0.0022,0.0298,0.0027,0.0099,0.5184,0.4251,0.0053,0.3278,0.2428,0.2071,0.105,0.0631,0.0125,0.0364,0.0,0.11,0.67,0.21,0.0,0.4975,0.2536,0.2489,9630.0,2015
1845,49055,UT,Wayne County,0.1753,0.0619,0.1701,0.134,0.1701,0.2887,0.0,0.0,0.1082,0.8918,0.3299,0.6701,0.0,0.0,0.0,0.0,0.0,0.0,0.8093,0.0,0.0,0.3041,0.2577,0.1804,0.0979,0.0928,0.0,0.0,0.0,0.07,0.78,0.15,0.0,0.268,0.3969,0.3351,194.0,2015
1846,49057,UT,Weber County,0.1936,0.1123,0.2134,0.1675,0.1431,0.1673,0.0027,0.0,0.1108,0.8892,0.3835,0.6165,0.0029,0.0154,0.0052,0.0638,0.0026,0.0122,0.6007,0.2972,0.0144,0.3273,0.2557,0.193,0.0874,0.0617,0.0141,0.0463,0.0,0.13,0.69,0.18,0.0,0.4853,0.2443,0.2704,9001.0,2015
1847,51001,VA,Accomack County,0.0,0.0939,0.1159,0.1236,0.2265,0.3592,0.0,0.0,0.1003,0.8997,0.4091,0.5909,0.0,0.0272,0.1547,0.0168,0.0,0.0071,0.5139,0.2783,0.0188,0.378,0.211,0.145,0.1016,0.0783,0.0207,0.0466,0.0,0.09,0.71,0.19,0.01,0.5314,0.2343,0.2343,1545.0,2015
1848,51003,VA,Albemarle County,0.1315,0.1039,0.1782,0.1383,0.1871,0.2566,0.0,0.0,0.2547,0.7453,0.554,0.446,0.0,0.0478,0.0431,0.0168,0.0,0.0144,0.5769,0.2999,0.0336,0.2447,0.1986,0.1438,0.0954,0.106,0.0346,0.1434,0.0,0.11,0.57,0.3,0.02,0.5068,0.2776,0.2156,4708.0,2015
1849,51005,VA,Alleghany County,0.0,0.1113,0.1016,0.1415,0.2266,0.3214,0.0,0.0,0.0755,0.9245,0.3365,0.6635,0.0,0.0,0.0536,0.0,0.0,0.0,0.6154,0.3187,0.0234,0.4492,0.2143,0.1099,0.0907,0.0536,0.0179,0.0412,0.0,0.0,0.76,0.14,0.0,0.6593,0.1758,0.1648,728.0,2015
1850,51007,VA,Amelia County,0.1196,0.0,0.1571,0.1297,0.2248,0.2795,0.0,0.0,0.1729,0.8271,0.4611,0.5389,0.0,0.0,0.0937,0.0,0.0,0.0,0.5432,0.3458,0.0303,0.2939,0.2392,0.1455,0.1066,0.0821,0.0216,0.0807,0.0,0.0,0.66,0.24,0.0,0.5634,0.2435,0.1931,694.0,2015
1851,51009,VA,Amherst County,0.1049,0.0,0.1433,0.1491,0.2164,0.2793,0.0,0.0,0.1194,0.8806,0.432,0.568,0.0,0.0137,0.1122,0.0,0.0,0.0109,0.5181,0.3278,0.0239,0.322,0.2315,0.1744,0.1035,0.0651,0.0181,0.0615,0.0,0.06,0.67,0.26,0.01,0.5673,0.2438,0.1889,1382.0,2015
1852,51011,VA,Appomattox County,0.1234,0.0,0.1362,0.1594,0.2121,0.2931,0.0,0.0,0.1388,0.8612,0.4756,0.5244,0.0,0.0,0.09,0.0,0.0,0.0,0.6234,0.2712,0.0,0.3368,0.1761,0.1671,0.0925,0.0964,0.0,0.1015,0.0,0.0,0.62,0.33,0.0,0.608,0.2108,0.1812,778.0,2015
1853,51013,VA,Arlington County,0.0767,0.1031,0.2742,0.1973,0.1763,0.161,0.0113,0.0,0.2924,0.7076,0.5285,0.4715,0.0015,0.1359,0.0969,0.0224,0.0011,0.014,0.3631,0.365,0.0616,0.3001,0.183,0.1165,0.0747,0.0735,0.0475,0.1432,0.04,0.09,0.57,0.27,0.03,0.4794,0.3082,0.2125,9715.0,2015
1854,51015,VA,Augusta County,0.1351,0.0,0.1351,0.142,0.2079,0.2858,0.0,0.0,0.1896,0.8104,0.5155,0.4845,0.0,0.0142,0.0183,0.0,0.0,0.0063,0.6703,0.2839,0.0188,0.2417,0.2084,0.1665,0.1185,0.0981,0.0267,0.1213,0.0,0.1,0.62,0.27,0.01,0.6049,0.2218,0.1733,3670.0,2015
1855,51017,VA,Bath County,0.1121,0.1028,0.1729,0.1355,0.215,0.2617,0.0,0.0,0.0981,0.9019,0.4766,0.5234,0.0,0.0,0.0,0.0,0.0,0.0,0.6869,0.2897,0.0,0.3178,0.243,0.1402,0.1262,0.0748,0.0,0.0,0.0,0.0,0.65,0.25,0.0,0.5093,0.1963,0.2944,214.0,2015
1856,51019,VA,Bedford County,0.1284,0.0,0.1162,0.1456,0.2111,0.2986,0.0,0.0,0.1449,0.8551,0.4779,0.5221,0.0,0.0221,0.0353,0.0053,0.0,0.0048,0.5875,0.343,0.0198,0.2831,0.2156,0.1753,0.1038,0.0967,0.0127,0.0931,0.0,0.07,0.65,0.27,0.01,0.6038,0.2301,0.1662,3942.0,2015
1857,51021,VA,Bland County,0.0,0.0,0.1472,0.1656,0.1902,0.3681,0.0,0.0,0.1166,0.8834,0.3926,0.6074,0.0,0.0,0.0,0.0,0.0,0.0,0.6258,0.3313,0.0,0.3988,0.2025,0.135,0.0859,0.0,0.0,0.0798,0.0,0.0,0.74,0.14,0.0,0.6196,0.1779,0.2025,163.0,2015
1858,51023,VA,Botetourt County,0.1381,0.0,0.1184,0.1362,0.1992,0.3055,0.0,0.0,0.133,0.867,0.4793,0.5207,0.0,0.0165,0.021,0.0,0.0,0.0,0.6378,0.3132,0.0185,0.2495,0.2342,0.1738,0.1152,0.1076,0.0229,0.0783,0.0,0.09,0.64,0.26,0.01,0.5843,0.2629,0.1528,1571.0,2015
1859,51025,VA,Brunswick County,0.0,0.0939,0.1265,0.1333,0.2476,0.3279,0.0,0.0,0.0939,0.9061,0.3714,0.6286,0.0,0.0,0.2871,0.0,0.0,0.0,0.2966,0.3986,0.0259,0.3796,0.2245,0.166,0.0653,0.0762,0.015,0.0476,0.0,0.0,0.76,0.19,0.0,0.6109,0.1973,0.1918,735.0,2015
